sample_rank,candidate_rank,full_name,html_url,stars,forks,language,size_kb,default_branch,matched_domains,commit_count_estimate,evidence_type,evidence_url,evidence_title,heading_count,headings,strict_important_ordinary_split_reviewed,module_component_organization_reviewed,broad_typed_or_structured_reviewed,both_strict_important_and_module_reviewed,both_broad_structure_and_module_reviewed,rich_evidence_found,rich_evidence_type,rich_evidence_url,rich_evidence_title,rich_evidence_score,rich_heading_count,rich_bullet_count,rich_text_len,rich_headings
53,105,alibaba/nacos,https://github.com/alibaba/nacos,33036,13285,Java,92731,develop,kubernetes,6117,github_release,https://github.com/alibaba/nacos/releases/tag/3.2.2,"3.2.2 (May 29th, 2026)",7,"3.2.2 (May 29th, 2026) | Feature | Enhancement/Refactor | BugFix | Dependencies | Java Version Requirements | New Contributors",yes,yes,yes,yes,yes,yes,github_release,https://github.com/alibaba/nacos/releases/tag/3.2.0,"3.2.0 (Mar 27th, 2026)",159.93,15,119,11692,"3.2.0 (Mar 27th, 2026) | Feature | Enhancement/Refactor | BugFix | Dependencies | ⚠️ Breaking Changes & Migration Notes | Database Schema Changes (Important) | API Legacy Adapter Plugin | Naming Module: UDP PUSH Support Removed | Java Version Requirements | 📚 What's New in a-i Registry | Skill Registry | Prompt Registry | Nacos Copilot | New Contributors"
54,106,seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,32978,2852,Go,205780,master,distributed-systems;kubernetes,14220,github_release,https://github.com/seaweedfs/seaweedfs/releases/tag/4.34,4.34,2,4.34 | What's Changed,no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/seaweedfs/seaweedfs/master/seaweed-volume/vendor/reed-solomon-erasure/CHANGELOG.md,seaweed-volume/vendor/reed-solomon-erasure/CHANGELOG.md,98.8,29,124,6879,6.0.0 | 5.0.3 | 5.0.2 | 5.0.1 | 5.0.0 | 4.0.2 | 4.0.1 | 4.0.0 | 3.1.2 (not published) | 3.1.1 | 3.1.0 | 3.0.3 | 3.0.2 | 3.0.1 (yanked) | 3.0.0 | 2.4.0 | 2.3.3 | 2.3.2 | 2.3.1 | 2.3.0 | 2.2.0 | 2.1.0 | 2.0.0 | 1.1.1 | 1.1.0 | 1.0.1 | 1.0.0 | 0.9.1 | 0.9.0
55,107,nicolargo/glances,https://github.com/nicolargo/glances,32848,1753,Python,55779,develop,monitoring,7185,github_release,https://github.com/nicolargo/glances/releases/tag/v4.5.5,Glances 4.5.5,1,Glances 4.5.5,yes,yes,yes,yes,yes,yes,github_release,https://github.com/nicolargo/glances/releases/tag/v4.5.1,Glances 4.5.1,144.18,19,13,10415,Glances 4.5.1 | Overview | 🐛 Bug Fixes | Plugins | Web UI | Snap Packaging | MCP Server | ✨ Enhancements | Intel GPU Monitoring ([[#994](https://github.com/nicolargo/glances/issues/994)](https://github.com/nicolargo/glances/issues/994)) | Docker Container Health Status & Alerts ([[#3402](https://github.com/nicolargo/glances/issues/3402)](https://github.com/nicolargo/glances/issues/3402)) | VM Plugin — libvirt Support in Docker Image ([[#3427](https://github.com/nicolargo/glances/issues/3427)](https://github.com/nicolargo/glances/issues/3427) / [[#3436](https://github.com/nicolargo/glances/issues/3436)](https://github.com/nicolargo/glances/issues/3436)) | SMART Plugin — `DeviceName` Key Added ([[#3457](https://github.com/nicolargo/glances/pull/3457)](https://github.com/nicolargo/glances/pull/3457)) | Per-Plugin Min / Max / Mean Statistics ([[#3462](https://github.com/nicolargo/glances/pull/3462)](https://github.com/nicolargo/glances/pull/3462)) | CPU Plugin — Improved Display on macOS ([[#3464](https://github.com/nicolargo/glances/issues/3464)](https://github.com/nicolargo/glances/issues/3464)) | History — `--enable-history` Flag Restored ([[#3416](https://github.com/nicolargo/glances/issues/3416)](https://github.com/nicolargo/glances/issues/3416)) | 🔧 Code Quality & Refactoring | 📖 Documentation | Upgrade Notes | Contributors
56,111,searxng/searxng,https://github.com/searxng/searxng,32272,3017,Python,117093,master,search-engine,9517,repo_file,https://raw.githubusercontent.com/searxng/searxng/master/CHANGELOG.rst,CHANGELOG.rst,1,SearXNG,no,no,no,no,no,yes,repo_file,https://raw.githubusercontent.com/searxng/searxng/master/CHANGELOG.rst,CHANGELOG.rst,16.05,1,2,462,SearXNG
57,113,linera-io/linera-protocol,https://github.com/linera-io/linera-protocol,32082,2354,Rust,238484,main,blockchain,5324,github_release,https://github.com/linera-io/linera-protocol/releases/tag/v0.15.19,Release SDK v0.15.19,2,Release SDK v0.15.19 | What's Changed,no,no,no,no,no,yes,github_release,https://github.com/linera-io/linera-protocol/releases/tag/v0.15.17,Release SDK v0.15.17,55.44,2,187,23842,Release SDK v0.15.17 | What's Changed
58,114,podman-container-tools/podman,https://github.com/podman-container-tools/podman,32046,3143,Go,183351,main,kubernetes,27556,github_release,https://github.com/podman-container-tools/podman/releases/tag/v6.0.0-rc1,v6.0.0-RC1,7,v6.0.0-RC1 | Breaking Changes | Features | Changes | Bugfixes | API | Misc,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/podman-container-tools/podman/main/RELEASE_NOTES.md,RELEASE_NOTES.md,175,64,1535,250000,Release Notes | 5.6.0 | Features | Breaking Changes | Changes | Bugfixes | API | Misc | 5.5.2 | Security | 5.5.1 | 5.5.0 | 5.4.2 | 5.4.1 | 5.4.0 | 5.3.2 | 5.3.1 | 5.3.0 | 5.2.5 | 5.2.4 | 5.2.3 | 5.2.2 | 5.2.1 | 5.2.0 | 5.1.2 | 5.1.1 | 5.1.0 | 5.0.3 | 5.0.2 | 5.0.1 | 5.0.0 | 4.9.3 | 4.9.2 | 4.9.1 | 4.9.0 | 4.8.3 | 4.8.2 | Quadlet | 4.8.1 | 4.8.0 | Upcoming Deprecations | 4.7.2 | 4.7.1 | 4.7.0 | 4.6.2 | 4.6.1 | 4.6.0 | 4.5.1 | 4.5.0 | 4.4.4
59,115,kubernetes/minikube,https://github.com/kubernetes/minikube,31877,5250,Go,301042,master,kubernetes,27654,github_release,https://github.com/kubernetes/minikube/releases/tag/v1.38.1,v1.38.1,10,v1.38.1 | Release Notes | Version 1.38.1 - 2026-02-19 | Feature | Bug fixes | Addons | CNI | Installation | Binary Checksums | ISO Checksums,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/kubernetes/minikube/master/CHANGELOG.md,CHANGELOG.md,175,80,3477,250000,Release Notes | Version 1.38.1 - 2026-02-19 | Feature | Bug fixes | Addons | CNI | Version 1.38.0 - 2026-01-28 | Higlight | Features | Warnings & Deprications | Improvements | Drivers | UI | Base image versions | Infra Migration | Version 1.37.0 - 2025-09-09 | Highlight | Deprication | CNI versions | UI/Translations | Version 1.36.0 - 2025-05-22 | Version 1.35.0 - 2025-01-15 | Version 1.34.0 - 2024-09-04 | Version 1.33.1 - 2024-05-13 | Version 1.33.0 - 2024-04-19 | Version 1.33.0-beta.0 - 2024-03-26 | Version 1.32.0 - 2023-11-07 | Version 1.32.0-beta.0 - 2023-10-27 | Version 1.31.2 - 2023-08-16 | Version 1.31.1 - 2023-07-20 | Version 1.31.0 - 2023-07-18 | Version 1.30.1 - 2023-04-04 | Version 1.30.0 - 2023-04-03 | Version 1.29.0 - 2023-01-26 | Version 1.28.0 - 2022-11-04 | Version 1.27.1 - 2022-10-07 | Version 1.27.0 - 2022-09-15 | Version 1.26.1 - 2022-08-02 | Version 1.26.0 - 2022-06-22 | Version 1.26.0-beta.1 - 2022-05-17 | Version 1.26.0-beta.0 - 2022-05-13 | Version 1.25.2 - 2022-02-23 | Version 1.25.1 - 2022-01-20 | Version 1.25.0 - 2022-01-18 | Version 1.24.0 - 2021-11-04 | Version 1.24.0-beta.0 - 2021-10-28 | Version 1.23.2 - 2021-09-21 | Version 1.23.1 - 2021-09-17 | Version 1.23.0 - 2021-09-03 | Version 1.22.0 - 2021-07-07
60,118,influxdata/influxdb,https://github.com/influxdata/influxdb,31558,3703,Rust,211086,main,database;monitoring,49920,github_release,https://github.com/influxdata/influxdb/releases/tag/v3.10.0,v3.10.0 | 06-17-26,5,v3.10.0 | 06-17-26 | InfluxDB 3 Core Updates | InfluxDB 3 Enterprise Updates | Breaking Changes | Bug Fixes,yes,no,yes,no,no,yes,github_release,https://github.com/influxdata/influxdb/releases/tag/v3.10.0,v3.10.0 | 06-17-26,75.0,5,5,3739,v3.10.0 | 06-17-26 | InfluxDB 3 Core Updates | InfluxDB 3 Enterprise Updates | Breaking Changes | Bug Fixes
61,120,nginx/nginx,https://github.com/nginx/nginx,30920,8012,C,75808,master,security,8628,github_release,https://github.com/nginx/nginx/releases/tag/release-1.31.2,release-1.31.2,3,release-1.31.2 | What's Changed | New Contributors,no,yes,yes,no,yes,yes,external_link_from_github_release,https://github.com/nginx/nginx/compare/release-1.30.1...release-1.30.2,https://github.com/nginx/nginx/compare/release-1.30.1...release-1.30.2,94.0,12,0,250000,"Navigation Menu | Search code, repositories, users, issues, pull requests... | Provide feedback | Saved searches | Use saved searches to filter your results more quickly | Comparing changes | Open a pull request | Uh oh! | Commits on May 22, 2026 | This comparison is taking too long to generate. | Footer | Footer navigation"
62,121,hiddify/hiddify-app,https://github.com/hiddify/hiddify-app,30822,2762,Dart,64199,main,proxy,2821,github_release,https://github.com/hiddify/hiddify-app/releases/tag/v4.1.1,v4.1.1,1,v4.1.1,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/hiddify/hiddify-app/main/HISTORY.md,HISTORY.md,174.82,80,2614,116686,Changelog | 4.1.2 (2026-03-05) | New | v4.1.0 (2026-03-05) | Fix | Other | v4.0.5 (2026-02-20) | v4.0.4 (2026-02-19) | Changes | Migration to fastforge | Linux Build Refactor | Dockerized Build System | Windows Improvements | Other Changes | v2.5.7 (2024-10-03) | v2.5.6 (2024-10-02) | v2.5.5 (2024-09-29) | v2.5.2 (2024-09-29) | v2.5.1 (2024-09-29) | v2.5.0 (2024-09-28) | v2.3.1 (2024-09-07) | v2.3.0 (2024-09-02) | v2.2.0 (2024-08-21) | v2.1.5 (2024-08-05) | v2.1.4 (2024-08-05) | v2.1.1 (2024-08-02) | v2.1.0 (2024-08-02) | v2.0.4 (2024-07-31) | v2.0.3 (2024-07-30) | v2.0.2 (2024-07-30) | v2.0.1 (2024-07-30) | v2.0.0 (2024-07-30) | v1.9.1 (2024-07-28) | v1.9.0 (2024-07-25) | v1.7.0 (2024-07-17) | v1.6.3 (2024-07-14) | v1.6.2 (2024-07-14) | v1.6.1 (2024-07-14) | v1.5.0 (2024-07-09) | v1.4.0 (2024-06-02) | v1.1.1 (2024-03-20) | v1.0.0 (2024-03-18) | v0.17.12 (2024-03-14) | v0.15.8 (2024-02-14) | v0.15.6 (2024-02-09) | v0.15.4 (2024-01-26) | v0.15.3 (2024-01-26) | v0.14.20 (2024-01-21) | v0.14.11 (2024-01-20) | v0.13.6 (2024-01-07)
63,122,StevenBlack/hosts,https://github.com/StevenBlack/hosts,30565,2418,Python,1800420,master,security,4476,github_release,https://github.com/StevenBlack/hosts/releases/tag/3.16.86,Release 3.16.86,1,Release 3.16.86,no,yes,yes,no,yes,yes,repo_file,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-gambling-porn/readme.md,alternates/fakenews-gambling-porn/readme.md,97.39,56,49,47128,"Unified hosts file with fakenews, gambling, porn extensions | List of all hosts file variants | Sources of hosts data unified in this variant | Extensions | Generate your own unified hosts file | Option 1: Use our container image (Linux only) | Option 2: Generate your own container image | Option 3: Generate it in your own environment | Option 4: Generate it in Google Colab | Common steps regardless of your development environment | Command line options | How do I control which sources are unified? | How do I include my own custom domain mappings? | How do I prevent domains from being included? | How can I contribute hosts records? | Option 1: contact one of our hosts sources | Option 2: Fork this repository, add your domains to Steven Black's personal data file, and submit a pull request | Option 3: create your own hosts list as a repo on GitHub | What is a hosts file? | block doubleClick's servers | etc... | We recommend using `0.0.0.0` instead of `127.0.0.1` | Why not use `0` instead of `0.0.0.0`? | Location of your hosts file | Gentoo | NixOS | Nix Flake | Updating hosts file on Windows | For older versions of Windows | For new versions of Windows | Warning: Using this `hosts` file in Windows may require disabling DNS Cache service | Reloading hosts file | Windows | Linux | macOS | Release management | Goals of this unified hosts file | Third-Party Hosts Managers | Interesting Applications | Contribute | replace --extensions gambling porn | v ""path/to/whitelist:/hosts/whitelist"" \ | docker build --no-cache . -t stevenblack-hosts | docker build --no-cache https://github.com/StevenBlack/hosts.git -t stevenblack-hosts | docker run --rm -it stevenblack-hosts updateHostsFile.py | pip3 install --user -r requirements.txt | python3 testUpdateHostsFile.py | python3 updateHostsFile.py [--auto] [--replace] [--ip nnn.nnn.nnn.nnn] [--extensions ext1 ext2 ext3] | etc... | updateHostsWindows.bat"
64,123,openssl/openssl,https://github.com/openssl/openssl,30319,11323,C,342027,master,cryptography,40040,github_release,https://github.com/openssl/openssl/releases/tag/openssl-4.0.1,OpenSSL 4.0.1,1,OpenSSL 4.0.1,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/openssl/openssl/master/dev/NEWS-FORMAT.md,dev/NEWS-FORMAT.md,143.51,18,18,6014,Structure of a release entry | Major changes between OpenSSL {PREV_VERSION} and OpenSSL {VERSION} [1 Jan 2023] | Opener paragraph | Listing potentially incompatible changes | Listing feature additions | Listing known issues | Listing documentation enhancements | Listing bug fixes and mitigations | Trailing advice | Editorial conventions for NEWS.md | General editorial principles | Structure | OpenSSL x.y | OpenSSL. | OpenSSL x.y.z is a patch release. | release is Medium. | appropriate) | tracker][issue tracker].
65,124,hashicorp/consul,https://github.com/hashicorp/consul,29945,4607,Go,492659,main,kubernetes,21923,github_release,https://github.com/hashicorp/consul/releases/tag/v2.0.0,v2.0.0,2,"v2.0.0 | 2.0.0 (May 22, 2026)",no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/hashicorp/consul/main/CHANGELOG.md,CHANGELOG.md,105,80,1272,250000,"2.0.0 (May 22, 2026) | 2.0.0 Enterprise (May 22, 2026) | 1.22.8 Enterprise (May 21, 2026) | 1.21.14 Enterprise (May 21, 2026) | 1.22.7 (April 21, 2026) | 1.22.7 Enterprise (April 21, 2026) | 1.21.13 Enterprise (April 21, 2026) | 1.22.6 (March 23, 2026) | 1.22.6 Enterprise (March 23, 2026) | 1.21.12 Enterprise (March 23, 2026) | 1.18.22 Enterprise (March 23, 2026) | 1.22.5 (February 26, 2026) | 1.22.5 Enterprise (February 26, 2026) | 1.21.11 Enterprise (February 26, 2026) | 1.18.21 Enterprise (February 26, 2026) | 1.22.4 | 1.22.3 (January 23, 2026) | 1.22.1 (November 27, 2025) | 1.22.1 Enterprise (November 27, 2025) | 1.21.7 Enterprise (November 27, 2025) | 1.20.13 Enterprise (November 27, 2025) | 1.18.17 Enterprise (November 27, 2025) | 1.22.0 Enterprise (October 24, 2025) | 1.22.0 (October 24, 2025) | 1.22.0-rc2+ent (October 15, 2025) | 1.22.0-rc2 (October 15, 2025) | 1.22.0-rc1+ent (September 30, 2025) | 1.22.0-rc1 (September 30, 2025) | 1.21.5 (September 21, 2025) | 1.21.4 (August 13, 2025) | 1.21.3 (July 18, 2025) | 1.21.2 (June 17, 2025) | 1.21.1 (May 21, 2025) | 1.20.7 Enterprise (May 21, 2025) | 1.19.9 Enterprise (May 21, 2025) | 1.21.0 (March 17, 2025) | 1.20.3 (February 13, 2025) | 1.19.5 Enterprise (February 13, 2025) | 1.18.8 Enterprise (February 13, 2025) | 1.15.18 Enterprise (February 07, 2025) | 1.15.17 Enterprise (February 05, 2025) | 1.18.7 Enterprise (January 31, 2025) | 1.20.2 (December 26, 2024) | 1.19.4 Enterprise (January 10, 2025) | 1.18.6 Enterprise (January 13, 2025) | 1.15.16 Enterprise (January 13, 2025) | 1.20.1 (October 29, 2024) | 1.20.0 (October 14, 2024) | 1.20.0-rc1 (September 19, 2024) | 1.19.3 Enterprise (October 29, 2024)"
66,129,alibaba/spring-cloud-alibaba,https://github.com/alibaba/spring-cloud-alibaba,29116,8504,Java,56304,2025.1.x,cloud-native,2660,github_release,https://github.com/alibaba/spring-cloud-alibaba/releases/tag/2025.1.0.0,2025.1.0.0,6,2025.1.0.0 | New Features | Bugfixes | Dependencies | Maintenance | Contributors,no,no,yes,no,no,yes,github_release,https://github.com/alibaba/spring-cloud-alibaba/releases/tag/2025.1.0.0,2025.1.0.0,50.32,6,25,1692,2025.1.0.0 | New Features | Bugfixes | Dependencies | Maintenance | Contributors
67,131,goharbor/harbor,https://github.com/goharbor/harbor,28728,5259,Go,264623,main,cloud-native;container;kubernetes,12697,github_release,https://github.com/goharbor/harbor/releases/tag/v2.15.2-rc1,v2.15.2-rc1,5,v2.15.2-rc1 | What's Changed | Component updates ⬆️ | Bump Component Version 🤖 | Other Changes,no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/goharbor/harbor/main/CHANGELOG.md,CHANGELOG.md,97.2,19,94,8295,Changelog | v1.8.0 (2019-05-21) | v1.7.5 (2019-04-02) | v1.7.4 (2019-03-04) | v1.7.1 (2019-01-07) | v1.7.0 (2018-12-19) | v1.6.0 (2018-09-11) | v1.5.0 (2018-05-07) | v1.4.0 (2018-02-07) | v1.3.0 (2018-01-04) | v1.2.0 (2017-09-15) | v1.1.0 (2017-04-18) | v0.5.0 (2016-12-6) | v0.4.5 (2016-10-31) | v0.4.0 (2016-09-23) | v0.3.5 (2016-08-13) | v0.3.0 (2016-07-15) | v0.1.1 (2016-04-08) | v0.1.0 (2016-03-11)
68,132,chroma-core/chroma,https://github.com/chroma-core/chroma,28467,2326,Rust,871790,main,database,4481,github_release,https://github.com/chroma-core/chroma/releases/tag/1.5.9,1.5.9,2,1.5.9 | What's Changed,no,yes,yes,no,yes,yes,repo_file,https://raw.githubusercontent.com/chroma-core/chroma/main/revision_history_function_302b0fcf.plan.md,revision_history_function_302b0fcf.plan.md,136.98,40,102,30614,"Revision History Function | Overview | Design Goals | How Version Histories Work | Architecture | Input Collection (partial schema -- what the function requires) | Design | Resurrection Handling | Data Model (output collection records) | Files to Change | 1. Go constants + migration | 2. Rust executor implementation | 3. Registration / dispatch | 4. API layer (name resolution) | 5. Python SDK enum | 6. Codegen (automatic) | Executor Logic (pseudocode) | Edge Cases | Output Collection Schema | Back-of-Envelope Estimates | Storage (history collection) | Memory during compaction | Throughput | Configuration (params JSON) | Thin Facade for Viewing Revisions (Example) | Reverting to a Previous Version | Why Record-Only Storage is Cheap | Test Plan | Unit Tests (in `revision_history.rs`) | Integration Test (k8s / Tilt -- following `test_k8s_integration_statistics_function` pattern) | Facade Tests (Python, optional) | isProject: false | end | output -.->|""chroma get-by-IDs""| facade | embedding: Vec (not read by this function) | Revision record** (for adds/upserts AND deletes -- unified format): | (all original metadata preserved for snapshots) | Tracking record** (per original_id, stored at version slot 0): | original_id: String | return self.get_at_position(record_id, history_pos)"
69,134,authelia/authelia,https://github.com/authelia/authelia,28079,1420,Go,78222,master,kubernetes;security,9772,github_release,https://github.com/authelia/authelia/releases/tag/v4.39.20,v4.39.20,5,v4.39.20 | Security Fixes | Bug Fixes | New Contributors | Docker Container,yes,yes,yes,yes,yes,yes,github_release,https://github.com/authelia/authelia/releases/tag/v4.39.16,v4.39.16,123.38,5,31,4467,v4.39.16 | Security Fixes | Bug Fixes | New Contributors | Docker Container
70,136,keepassxreboot/keepassxc,https://github.com/keepassxreboot/keepassxc,27686,1824,C++,80234,develop,security,4957,github_release,https://github.com/keepassxreboot/keepassxc/releases/tag/2.7.12,Release 2.7.12,3,Release 2.7.12 | Changes | Fixes,yes,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/keepassxreboot/keepassxc/develop/CHANGELOG.md,CHANGELOG.md,138.72,64,1103,69393,Changelog | 2.8.0 (Pending) | 2.7.12 (2026-03-10) | Changes | Fixes | 2.7.11 (2025-11-23) | 2.7.10 (2025-03-02) | 2.7.9 (2024-06-19) | 2.7.8 (2024-05-05) | 2.7.7 (2024-03-09) | 2.7.6 (2023-08-15) | 2.7.5 (2023-05-14) | 2.7.4 (2022-10-29) | 2.7.3 (2022-10-23) | 2.7.1 (2022-04-05) | 2.7.0 (2022-03-21) | Major Additions | Major Changes | Other Changes and Fixes | 2.6.6 (2021-06-12) | Fixed | 2.6.5 (2021-06-08) | Added | Changed | 2.6.4 (2021-01-31) | 2.6.3 (2021-01-12) | 2.6.2 (2020-10-21) | 2.6.1 (2020-08-19) | 2.6.0 (2020-07-06) | 2.5.4 (2020-04-09) | 2.5.3 (2020-01-19) | 2.5.2 (2020-01-04) | 2.5.1 (2019-11-11) | 2.5.0 (2019-10-26) | 2.4.3 (2019-06-12) | 2.4.2 (2019-05-31) | 2.4.1 (2019-04-12) | 2.4.0 (2019-03-19) | 2.3.4 (2018-08-21) | 2.3.3 (2018-05-09) | 2.3.2 (2018-05-07) | 2.3.1 (2018-03-06) | 2.3.0 (2018-02-27) | 2.2.4 (2017-12-13) | 2.2.2 (2017-10-22) | 2.2.1 (2017-10-01) | 2.2.0 (2017-06-23) | 2.1.4 (2017-04-09) | 2.1.3 (2017-03-03) | 2.1.2 (2017-02-17)
71,140,Infisical/infisical,https://github.com/Infisical/infisical,27395,1994,TypeScript,1550482,main,security,24112,github_release,https://github.com/Infisical/infisical/releases/tag/v0.161.1,v0.161.1,5,v0.161.1 | Changed | Added | Fixed | New Contributors,no,no,yes,no,no,yes,github_release,https://github.com/Infisical/infisical/releases/tag/v0.161.1,v0.161.1,67.14,5,57,6394,v0.161.1 | Changed | Added | Fixed | New Contributors
72,141,SigNoz/signoz,https://github.com/SigNoz/signoz,27371,2225,TypeScript,97592,main,monitoring;observability,6398,github_release,https://github.com/SigNoz/signoz/releases/tag/v0.128.0,v0.128.0,4,v0.128.0 | 🚀 Features | 🐛 Bug Fixes | 🧰 Maintenance,no,no,yes,no,no,yes,github_release,https://github.com/SigNoz/signoz/releases/tag/v0.127.0,v0.127.0,58.61,4,46,3938,v0.127.0 | 🚀 Features | 🐛 Bug Fixes | 🧰 Maintenance
73,144,kestra-io/kestra,https://github.com/kestra-io/kestra,27084,2620,Java,115347,develop,devops,10922,github_release,https://github.com/kestra-io/kestra/releases/tag/v1.3.23,v1.3.23,7,v1.3.23 | Changelog | 🚀 Features | 📘 Subtasks | 🐛 Bug Fixes | 🏭 Tests | Contributors,no,no,yes,no,no,yes,github_release,https://github.com/kestra-io/kestra/releases/tag/v1.3.23,v1.3.23,46.67,7,14,1577,v1.3.23 | Changelog | 🚀 Features | 📘 Subtasks | 🐛 Bug Fixes | 🏭 Tests | Contributors
74,146,trufflesecurity/trufflehog,https://github.com/trufflesecurity/trufflehog,26805,2467,Go,51291,main,security,4448,github_release,https://github.com/trufflesecurity/trufflehog/releases/tag/v3.95.5,v3.95.5,3,v3.95.5 | What's Changed | New Contributors,no,no,no,no,no,yes,github_release,https://github.com/trufflesecurity/trufflehog/releases/tag/v3.95.5,v3.95.5,34.65,3,23,3162,v3.95.5 | What's Changed | New Contributors
75,149,valkey-io/valkey,https://github.com/valkey-io/valkey,26162,1185,C,186921,unstable,database,13865,github_release,https://github.com/valkey-io/valkey/releases/tag/8.1.8,8.1.8,2,8.1.8 | Bug fixes,yes,no,yes,no,no,yes,github_release,https://github.com/valkey-io/valkey/releases/tag/9.1.0,9.1.0,72.7,4,10,999,9.1.0 | Security fixes | New Features and enhanced behavior | Bug Fixes
76,151,dapr/dapr,https://github.com/dapr/dapr,25831,2088,Go,201651,master,kubernetes,6874,github_release,https://github.com/dapr/dapr/releases/tag/v1.18.1,Dapr Runtime v1.18.1,12,Dapr Runtime v1.18.1 | Dapr 1.18.1 | Workflow event-timer reminders leak when the same event name is awaited repeatedly | Problem | Impact | Root Cause | Solution | Workflow sidecars become permanently unavailable after a configuration reload | Sidecars restart unnecessarily on operator configuration resyncs | Workflows hang in RUNNING when a child workflow completion crosses a ContinueAsNew boundary | Workflow concurrency limits are silently ignored when Dapr is installed via the Helm chart | Workflow actor ' ': ignoring run request for reminder 'new-event-...' because the workflow inbox is empty,yes,yes,yes,yes,yes,yes,github_release,https://github.com/dapr/dapr/releases/tag/v1.18.0,Dapr Runtime v1.18.0,139.24,77,407,88735,Dapr Runtime v1.18.0 | Dapr 1.18 | Acknowledgements | Highlights | WorkflowAccessPolicy | Workflow History Tamper Detection | Workflow History Context Propagation | Workflow Concurrency Limits | Graceful Stall on Oversized Workflow Payloads | Workflow External Event Timers | Jobs API is now Stable | HotReload is now GA | MCPServer Resource — Built-in Workflow Orchestration for MCP | Placement: Coalesce Window + Stable Scheduler Reload | Placement & Scheduler: Hard Anti-Affinity | Actor APIs: App-Initiated gRPC Streams | Sidecar Probe Defaults Tuned for Production | Sentry: Ed25519 Workload Identity Keys | Component Improvements | SDK Improvements | Go SDK | .NET SDK | Python SDK | Java SDK | JS SDK | Rust SDK | Breaking Changes / Deprecations | List of issues addressed in this release | Dapr Runtime | Dapr CLI | Components | General | Actors | PubSub | Metadata | Service Invocation | Jobs | Workflows | Miscellaneous/Testing | MCP | Pub/Sub | JavaScript SDK | Workflow | Documentation | Upgrading to Dapr 1.18 | Local Machine / Self-hosted | Kubernetes | Upgrading from previous version | Upgrade using the CLI | Upgrade using Helm
77,152,rancher/rancher,https://github.com/rancher/rancher,25679,3208,Go,177784,main,kubernetes,14674,github_release,https://github.com/rancher/rancher/releases/tag/v2.14.3-alpha3,v2.14.3-alpha3,5,v2.14.3-alpha3 | Images with -rc | Components with -rc | Min version components with -rc | Chart/KDM sources,no,no,yes,no,no,yes,github_release,https://github.com/rancher/rancher/releases/tag/v2.14.3-alpha2,v2.14.3-alpha2,38.78,5,6,1665,v2.14.3-alpha2 | Images with -rc | Components with -rc | Min version components with -rc | Chart/KDM sources
78,153,argotorg/solidity,https://github.com/argotorg/solidity,25657,6128,C++,84373,develop,blockchain;programming-language,26320,github_release,https://github.com/argotorg/solidity/releases/tag/v0.8.35,Version 0.8.35,5,Version 0.8.35 | Changelog | Language Features: | Compiler Features: | Bugfixes:,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/argotorg/solidity/develop/docs/050-breaking-changes.rst,docs/050-breaking-changes.rst,156.64,13,59,20662,Semantic Only Changes | Semantic and Syntactic Changes | Explicitness Requirements | Deprecated Elements | Command-line and JSON Interfaces | Constructors | Functions | Conversions | Literals and Suffixes | Variables | Syntax | Interoperability With Older Contracts | Example
79,157,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,25460,9528,Java,172010,master,devops,38372,github_release,https://github.com/jenkinsci/jenkins/releases/tag/jenkins-2.569,2.569,5,2.569 | 🚀 New features and improvements | 🐛 Bug fixes | 👷 Changes for plugin developers | 👻 Maintenance,no,no,yes,no,no,yes,external_link_from_github_release,https://www.jenkins.io/changelog-stable/#v2.555.3,https://www.jenkins.io/changelog-stable/#v2.555.3,74.79,26,0,114734,LTS Changelog | 2.555.3 | 2.555.2 | 2.555.1 | 2.541.3 | 2.541.2 | 2.541.1 | 2.528.3 | 2.528.2 | 2.528.1 | 2.516.3 | 2.516.2 | 2.516.1 | 2.504.3 | 2.504.2 | 2.504.1 | 2.492.3 | 2.492.2 | 2.492.1 | 2.479.3 | 2.479.2 | 2.479.1 | 2.462.3 | 2.462.2 | 2.462.1 | 2.452.4
